Accession	Length	Family	species	Genus	Host_range_isolates	Host_range_taxon	Database
uvig_183855	172432	NA	NA	NA	21673_4#53,GCA_003479245,GCA_003479625,GCA_003480785,GCA_003480185	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae	GPD
SRR6474265_119_95978_round347~1510695	NA	NA	NA	NA	NA	NA	mMGE
SRR5818482_141_128778_round347~4106712	NA	NA	NA	NA	NA	NA	mMGE
uvig_286566	83127	NA	NA	NA	GCA_003433695,GCA_003433745,GCA_003433755,GCA_003433845,GCA_003434045,GCA_003434225	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/NA	GPD
uvig_60674	36125	NA	NA	NA	NA	NA	GPD
uvig_211750	40191	NA	NA	NA	13470_2#72,GCA_003459885	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum	GPD
k141_864_round8-12~4365381	NA	NA	NA	NA	NA	NA	mMGE
k141_115598_round347~5149227	NA	NA	NA	NA	NA	NA	mMGE
uvig_150410	30714	NA	NA	NA	GCA_003459085	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Holdemania/Holdemania filiformis	GPD
uvig_895	13525	NA	NA	NA	GCA_003437905,20298_2#6,GCA_003466285,GCA_003475805	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A	GPD
uvig_476080	14912	Podoviridae	NA	NA	GCA_003467905,GCA_003473205,GCA_003472405	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	GPD
ERR2608644_141_102102_round347~4646609	NA	NA	NA	NA	NA	NA	mMGE
SRR10479802_141_55930_round347~5225075	NA	NA	NA	NA	NA	NA	mMGE
ERR1297693_99_37136_round347~5249303	NA	NA	NA	NA	NA	NA	mMGE
ERR2855939_141_12379_round1256~5599879	NA	NA	NA	NA	NA	NA	mMGE
uvig_469439	18209	NA	NA	NA	GCF_001182045	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/Dakarella massiliensis	GPD
uvig_290579	37315	NA	NA	NA	NA	NA	GPD
uvig_141661	44157	NA	NA	NA	NA	NA	GPD
k141_1394_round8-12~4523261	NA	NA	NA	NA	NA	NA	mMGE
k141_31906_round13~1419102	NA	NA	NA	NA	NA	NA	mMGE
SRR8692183_141_4376_round8-12~4582451	NA	NA	NA	NA	NA	NA	mMGE
SRR1952457_119_17697_round347~3081833	NA	NA	NA	NA	NA	NA	mMGE
uvig_542121	48682	NA	NA	NA	NA	NA	GPD
ERR1398081_141_78752_round347~2486353	NA	NA	NA	NA	NA	NA	mMGE
k141_81_round8-12~643557	NA	NA	NA	NA	NA	NA	mMGE
SRR5818522_141_105090_round347~4721551	NA	NA	NA	NA	NA	NA	mMGE
k119_52460_round14~2970520	NA	NA	NA	NA	NA	NA	mMGE
uvig_241222	19567	NA	NA	NA	GCF_000468015	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruminococcus_C/Ruminococcus_C callidus	GPD
k141_67048_round13~6974140	NA	NA	NA	NA	NA	NA	mMGE
uvig_115170	41923	NA	NA	NA	NA	NA	GPD
k99_46867_round8-12~3643421	NA	NA	NA	NA	NA	NA	mMGE
uvig_211004	43413	NA	NA	NA	GCF_000468015	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruminococcus_C/Ruminococcus_C callidus	GPD
uvig_128751	39892	NA	NA	NA	NA	NA	GPD
uvig_91482	14495	Siphoviridae	NA	NA	NA	NA	GPD
uvig_443324	33224	NA	NA	NA	GCA_003435485	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2	GPD
k99_202595_round1256~1919771	NA	NA	NA	NA	NA	NA	mMGE
764447348-stool2_revised_scaffold14836_1__102490__65828__100634|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
k99_45299_round8-12~2239818	NA	NA	NA	NA	NA	NA	mMGE
k141_42122_round347~85363	NA	NA	NA	NA	NA	NA	mMGE
uvig_167125	13228	NA	NA	NA	NA	NA	GPD
k141_41298_round13~8957638	NA	NA	NA	NA	NA	NA	mMGE
uvig_481861	39498	NA	NA	NA	GCA_003471445,GCA_003465185,GCF_001182045,GCA_003464235	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/Dakarella massiliensis,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
acc|GENBANK|MK231625.1|Uncultured							
uvig_258655	40509	NA	NA	NA	NA	NA	GPD
SRR10479827_141_63303_round347~3962764	NA	NA	NA	NA	NA	NA	mMGE
SRR413559_99_20425_round347~2211620	NA	NA	NA	NA	NA	NA	mMGE
uvig_313060	109773	NA	NA	NA	GCA_003461905,GCA_003462445	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
k141_94139_round13~2435522	NA	NA	NA	NA	NA	NA	mMGE
uvig_71337	46847	NA	NA	NA	GCA_003477925,GCA_003479985,GCA_003481065,GCA_003478615,GCA_003477595,GCA_003479275	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1	GPD
k141_1133_round8-12~356393	NA	NA	NA	NA	NA	NA	mMGE
k99_2814_round8-12~4724941	NA	NA	NA	NA	NA	NA	mMGE
uvig_143052	11029	NA	NA	NA	NA	NA	GPD
uvig_366604	12184	NA	NA	NA	GCA_003435265	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2	GPD
SRR5650099_119_24142_round347~3168952	NA	NA	NA	NA	NA	NA	mMGE
uvig_229907	20029	NA	NA	NA	NA	NA	GPD
k141_1762_round13~6326545	NA	NA	NA	NA	NA	NA	mMGE
SRR2175772_119_48857_round347~1489129	NA	NA	NA	NA	NA	NA	mMGE
ERR1398218_141_133090_round347~499955	NA	NA	NA	NA	NA	NA	mMGE
SRR3992982_141_150425_round8-12~1383920	NA	NA	NA	NA	NA	NA	mMGE
SRR11412723_141_60767_round14~751239	NA	NA	NA	NA	NA	NA	mMGE
SRR10479825_141_38312_round347~726441	NA	NA	NA	NA	NA	NA	mMGE
uvig_323278	20591	Myoviridae	NA	NA	GCA_003439315	Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis	GPD
k99_47164_round8-12~2804255	NA	NA	NA	NA	NA	NA	mMGE
SRR1778454_99_18730_round347~364034	NA	NA	NA	NA	NA	NA	mMGE
uvig_429224	35751	NA	NA	NA	GCF_000183585,13470_2#72,GCA_003459885	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum,Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum	GPD
k141_839_round347~4307933	NA	NA	NA	NA	NA	NA	mMGE
Clostridia_gi_336423913|pmid:26200428|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
SRR7448290_141_113778_round1256~3283869	NA	NA	NA	NA	NA	NA	mMGE
uvig_376223	42222	NA	NA	NA	NA	NA	GPD
uvig_158709	99886	NA	NA	NA	NA	NA	GPD
uvig_292671	40293	NA	NA	NA	GCF_000225685	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum	GPD
uvig_199462	43405	NA	NA	NA	GCA_003438725	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruminococcus_C/Ruminococcus_C callidus	GPD
uvig_477147	15750	Podoviridae	NA	NA	NA	NA	GPD
k119_136639_round1256~3169721	NA	NA	NA	NA	NA	NA	mMGE
scaffold14639_1__22344__3__19742|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_66917	44748	NA	NA	NA	GCA_003481745	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1	GPD
uvig_128699	32163	NA	NA	NA	GCF_000245775,GCA_003457635,GCA_003465005,GCA_003436485	Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis,Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis,Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis,Firmicutes/Negativicutes/Selenomonadales/Selenomonadaceae/Megamonas/Megamonas funiformis	GPD
uvig_120124	39146	NA	NA	NA	GCA_003479865,GCA_003435675,GCA_003480555,GCA_003481175,GCA_003460955,GCA_003481425,14207_7#8,GCA_003481245,GCA_003481205	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans	GPD
uvig_224531	17932	NA	NA	NA	NA	NA	GPD
uvig_590554	30765	NA	NA	NA	NA	NA	GPD
uvig_579276	50125	NA	NA	NA	GCA_003468995,14207_7#44,GCA_003459025	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum	GPD
uvig_134151	40283	NA	NA	NA	NA	NA	GPD
763536994-stool2_revised_scaffold56029_2__33114__2__33015|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_538974	26667	Myoviridae	NA	NA	GCA_003461565,GCA_003477655	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1	GPD
uvig_297348	54618	NA	NA	NA	GCA_003461845,GCA_003479025,GCA_003464045,GCA_003461025,GCA_003478565,GCA_003460725,GCA_003461925,GCA_003463185,20287_6#25,GCA_003461955,18048_1#67,GCA_003471975,GCA_003478705,GCA_003433855,GCA_003434235,GCA_003435835,13470_2#93,21673_4#18,GCA_003474775,18048_2#67	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/GCA_900066555.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/GCA-900066575/GCA_900066575.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1	GPD
uvig_291550	21051	NA	NA	NA	NA	NA	GPD
uvig_417619	27237	NA	NA	NA	13470_2#84,GCF_000234155,18391_1#2,12718_7#79	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
k141_72404_round13~8683597	NA	NA	NA	NA	NA	NA	mMGE
ERR479328_99_37320_round347~2871378	NA	NA	NA	NA	NA	NA	mMGE
k141_379_round8-12~3483578	NA	NA	NA	NA	NA	NA	mMGE
uvig_294870	18576	NA	NA	NA	GCA_003467845,GCA_003475805,GCA_003466285,GCA_003437905,20298_2#6,GCA_003437645,GCA_003435045	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A	GPD
uvig_198207	34127	NA	NA	NA	GCA_003471445,GCA_003465185,GCF_001182045,GCA_003464235	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/Dakarella massiliensis,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
uvig_110034	13196	NA	NA	NA	NA	NA	GPD
ERR209726_79_80132_round347~4496790	NA	NA	NA	NA	NA	NA	mMGE
uvig_337306	37252	NA	NA	NA	NA	NA	GPD
uvig_540268	42476	NA	NA	NA	GCF_000154365,14207_6#14,13470_2#84,8080_1#73,GCA_003437595,GCA_003439835,GCF_001078435,12718_7#79,12718_7#38,GCF_001078445,GCF_001078425,18391_1#2,11861_6#93,GCA_003434055,GCF_000234155,GCA_003434745	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M citroniae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA	GPD
uvig_21645	19140	NA	NA	NA	NA	NA	GPD
uvig_187411	31742	NA	NA	NA	14207_7#2	Firmicutes/Clostridia/Peptostreptococcales/Peptostreptococcaceae/Intestinibacter/Intestinibacter bartlettii	GPD
acc|GENBANK|MK233990.1|Uncultured							
uvig_590728	28276	NA	NA	NA	NA	NA	GPD
uvig_593568	54589	NA	NA	NA	GCF_000154425,GCA_003479365,GCA_003463765	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
k141_19962_round13~5531221	NA	NA	NA	NA	NA	NA	mMGE
SRR5866302_119_91882_round347~2503729	NA	NA	NA	NA	NA	NA	mMGE
uvig_34739	11515	NA	NA	NA	GCA_003461565,GCA_003481005	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1	GPD
uvig_389460	54369	NA	NA	NA	NA	NA	GPD
uvig_303518	84894	NA	NA	NA	GCA_003438075	Firmicutes/Clostridia/Oscillospirales/DTU089/Ruminococcus_E/NA	GPD
k119_156001_round1256~1066443	NA	NA	NA	NA	NA	NA	mMGE
SRR3115955_119_31940_round8-12~387750	NA	NA	NA	NA	NA	NA	mMGE
uvig_282679	12075	NA	NA	NA	13470_2#84,GCF_000234155	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
uvig_298258	10111	NA	NA	NA	12718_7#79,GCF_001078445,18391_1#2,GCF_000234155,11861_6#93	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
k119_320203_round1256~1216984	NA	NA	NA	NA	NA	NA	mMGE
k119_14175_round1256~3519456	NA	NA	NA	NA	NA	NA	mMGE
uvig_436023	23614	Siphoviridae	NA	NA	NA	NA	GPD
uvig_242930	18111	Podoviridae	NA	NA	GCA_003472545,GCA_003468555	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
k141_27825_round8-12~3580741	NA	NA	NA	NA	NA	NA	mMGE
uvig_370334	38119	NA	NA	NA	NA	NA	GPD
uvig_143150	44307	NA	NA	NA	GCF_000205025,GCA_003481265	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Parasutterella/Parasutterella excrementihominis,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Parasutterella/Parasutterella excrementihominis	GPD
k141_129821_round13~9190468	NA	NA	NA	NA	NA	NA	mMGE
k141_211725_round347~4602003	NA	NA	NA	NA	NA	NA	mMGE
uvig_401768	24316	NA	NA	NA	GCA_003438725	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Ruminococcus_C/Ruminococcus_C callidus	GPD
SRR9040468_141_133397_round8-12~3885335	NA	NA	NA	NA	NA	NA	mMGE
uvig_597331	40066	NA	NA	NA	NA	NA	GPD
k141_8537_round13~1158477	NA	NA	NA	NA	NA	NA	mMGE
scaffold41942_1__33625__7912__31184|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
ivig_2327	43529	NA	NA	NA	GCA_003603815,GCF_000218405,GCA_003604135,GCA_003603895	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi	GPD
uvig_318187	22726	NA	NA	NA	NA	NA	GPD
uvig_164200	20583	NA	NA	NA	NA	NA	GPD
SRR3993049_141_76633_round8-12~2634560	NA	NA	NA	NA	NA	NA	mMGE
k141_139219_round13~8980275	NA	NA	NA	NA	NA	NA	mMGE
uvig_598747	58506	NA	NA	NA	NA	NA	GPD
k99_170762_round1256~5249437	NA	NA	NA	NA	NA	NA	mMGE
k141_24905_round347~4975677	NA	NA	NA	NA	NA	NA	mMGE
k141_2040_round13~1834518	NA	NA	NA	NA	NA	NA	mMGE
uvig_471971	54264	NA	NA	NA	NA	NA	GPD
uvig_181241	59631	NA	NA	NA	NA	NA	GPD
uvig_243922	28412	NA	NA	NA	GCA_003471445,GCA_003465185,GCA_003464235	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
uvig_225382	52610	NA	NA	NA	GCA_003435735,GCA_003461025,14207_7#84,GCA_003435835,GCA_003462505,GCA_003461655,GCA_003435635,GCA_003461065	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis	GPD
uvig_479800	44384	NA	NA	NA	NA	NA	GPD
uvig_242606	23843	NA	NA	NA	NA	NA	GPD
k119_2917_round8-12~3907437	NA	NA	NA	NA	NA	NA	mMGE
ERR321569_99_52977_round347~2521771	NA	NA	NA	NA	NA	NA	mMGE
k141_54891_round347~3718002	NA	NA	NA	NA	NA	NA	mMGE
uvig_366602	12674	NA	NA	NA	GCA_003435485,GCF_000466465	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2	GPD
uvig_423616	14518	Podoviridae	NA	NA	NA	NA	GPD
k141_68173_round13~9244702	NA	NA	NA	NA	NA	NA	mMGE
k119_24333_round1256~3039721	NA	NA	NA	NA	NA	NA	mMGE
SRR7217564_141_6369_round1256~1777720	NA	NA	NA	NA	NA	NA	mMGE
uvig_12493	39036	NA	NA	NA	NA	NA	GPD
